CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
	18380	Cordele, GA Micro Area	2	706237950	21408088	272.68	8.266	31.920268	-83.75653                                                                                                                     
	21380	Emporia, KS Micro Area	2	4197157000	32652919	1620.531	12.607	38.382134	-96.359301                                                                                                                
	22380	Flagstaff, AZ Metro Area	1	48216132682	116637123	18616.354	45.034	35.829692	-111.773728                                                                                                          
	26380	Houma-Bayou Cane-Thibodaux, LA Metro Area	1	5950967002	3245232828	2297.681	1252.991	29.33413	-90.843674                                                                                          
	28380	Kennett, MO Micro Area	2	1403538813	13708531	541.909	5.293	36.153025	-90.062254                                                                                                                  
	30380	Lewistown, PA Micro Area	2	1064581424	9507560	411.037	3.671	40.601615	-77.651832                                                                                                                 
	32380	Mason City, IA Micro Area	2	2508204882	22368796	968.423	8.637	43.213732	-93.274339                                                                                                               
	31380	Macomb, IL Micro Area	2	1526339604	2012552	589.323	0.777	40.455808	-90.678954                                                                                                                    
	42380	Sayre, PA Micro Area	2	2971688854	35331261	1147.376	13.641	41.791504	-76.502123                                                                                                                  
	46380	Ukiah, CA Micro Area	2	9082586851	961786019	3506.807	371.348	39.432388	-123.442881                                                                                                               
	47380	Waco, TX Metro Area	1	7213522324	133533952	2785.157	51.558	31.5921	-97.286018                                                                                                                    
	49380	Worthington, MN Micro Area	2	1852143784	19253011	715.117	7.434	43.677686	-95.763132                                                                                                              
	32390	Massena-Ogdensburg, NY Micro Area	2	6939939683	366960962	2679.526	141.684	44.488112	-75.074311                                                                                                   
	12420	Austin-Round Rock-San Marcos, TX Metro Area	1	10929109753	150158673	4219.753	57.977	30.249744	-97.649842                                                                                         
	15420	Burley, ID Micro Area	2	8605508859	53086488	3322.606	20.497	42.369199	-113.642424                                                                                                                
	13420	Bemidji, MN Micro Area	2	6486994906	1425755980	2504.643	550.487	47.879508	-95.00505                                                                                                              
	20420	Durango, CO Micro Area	2	4376255271	25642579	1689.682	9.901	37.287367	-107.839718                                                                                                                
	21420	Enid, OK Metro Area	1	2741521326	4075930	1058.507	1.574	36.378132	-97.788741                                                                                                                     
	27420	Jamestown, ND Micro Area	2	5754703472	197271625	2221.904	76.167	46.972223	-98.956123                                                                                                             
	29420	Lake Havasu City-Kingman, AZ Metro Area	1	34530024142	333399390	13332.117	128.726	35.717705	-113.749689                                                                                          
	30420	Lexington, NE Micro Area	2	3812423612	26343472	1471.985	10.171	40.756816	-99.821978                                                                                                              
	34420	Mount Pleasant, TX Micro Area	2	2212208840	86605811	854.139	33.439	33.132104	-94.903503                                                                                                          
	38420	Platteville, WI Micro Area	2	2970397063	94526753	1146.877	36.497	42.870028	-90.694229                                                                                                            
	37420	Pampa, TX Micro Area	2	4791560121	9047636	1850.032	3.493	35.617393	-100.810553                                                                                                                   
	42420	Scottsbluff, NE Micro Area	2	3847840273	15761527	1485.659	6.086	41.699256	-103.708555                                                                                                            
	43420	Sierra Vista-Douglas, AZ Metro Area	1	16083471945	17648749	6209.863	6.814	31.840129	-109.775163                                                                                                  
	49420	Yakima, WA Metro Area	1	11122734360	41188783	4294.512	15.903	46.456558	-120.740145                                                                                                               
	35440	Newport, OR Micro Area	2	2540733352	553145247	980.983	213.571	44.641061	-123.911212                                                                                                              
	10460	Alamogordo, NM Micro Area	2	17126455957	36944199	6612.562	14.264	32.615599	-105.751308                                                                                                           
	13460	Bend, OR Metro Area	1	20145535128	141944216	7778.235	54.805	44.153837	-120.887072                                                                                                                
	24460	Great Bend, KS Micro Area	2	2318705427	13926862	895.257	5.377	38.481239	-98.767837                                                                                                               
	23460	Gadsden, AL Metro Area	1	1385916764	35022972	535.105	13.522	34.047641	-86.034263                                                                                                                 
	25460	Harrison, AR Micro Area	2	3653951643	37733896	1410.799	14.569	36.087809	-93.162053                                                                                                               
	27460	Jamestown-Dunkirk, NY Micro Area	2	2746450219	1139029655	1060.41	439.782	42.304216	-79.407595                                                                                                    
	38460	Plattsburgh, NY Micro Area	2	2687763025	206581998	1037.751	79.762	44.752712	-73.705643                                                                                                           
	37460	Panama City-Panama City Beach, FL Metro Area	1	3479066692	1915036698	1343.275	739.4	30.273241	-85.642089                                                                                         
	44460	Steamboat Springs, CO Micro Area	2	18402546626	35635155	7105.263	13.759	40.571846	-107.825352                                                                                                    
	41460	Salina, KS Micro Area	2	3732112516	4328531	1440.977	1.671	38.96457	-97.663387                                                                                                                    
	45460	Terre Haute, IN Metro Area	1	3795165842	50448749	1465.322	19.478	39.392389	-87.347096                                                                                                            
	48460	West Plains, MO Micro Area	2	2401376472	2920041	927.177	1.127	36.774369	-91.887368                                                                                                               
	49460	Yankton, SD Micro Area	2	1349873612	28676585	521.189	11.072	43.006603	-97.388361                                                                                                                 
	10480	Alamosa, CO Micro Area	2	8385519227	19734373	3237.667	7.619	37.32264	-105.774242                                                                                                                 
	10500	Albany, GA Metro Area	1	4120596067	46238444	1590.971	17.853	31.644686	-84.110718                                                                                                                 
	11500	Anniston-Oxford, AL Metro Area	1	1569248377	16534047	605.89	6.384	33.770516	-85.827909                                                                                                           
	19500	Decatur, IL Metro Area	1	1503613057	13477734	580.548	5.204	39.860237	-88.961529                                                                                                                  
	22500	Florence, SC Metro Area	1	3525286890	24365091	1361.121	9.407	34.153574	-79.806164                                                                                                                
	24500	Great Falls, MT Metro Area	1	6988320248	34314469	2698.206	13.249	47.316575	-111.350262                                                                                                           
	31500	Madison, IN Micro Area	2	934204258	5992630	360.698	2.314	38.783604	-85.44009                                                                                                                     
	33500	Minot, ND Metro Area	1	12339257389	249226411	4764.214	96.227	48.320242	-101.19801                                                                                                                
	34500	Mount Vernon, IL Micro Area	2	1479490501	32550293	571.235	12.568	38.30078	-88.92421                                                                                                              
	44500	Stephenville, TX Micro Area	2	2805419712	17166727	1083.179	6.628	32.236669	-98.220545                                                                                                            
	41500	Salinas, CA Metro Area	1	8499609695	1267806850	3281.718	489.503	36.240104	-121.315578                                                                                                            
	43500	Silver City, NM Micro Area	2	10259478309	15295130	3961.207	5.905	32.732087	-108.381504                                                                                                           
	45500	Texarkana, TX-AR Metro Area	1	5284182330	218349567	2040.234	84.305	33.478373	-94.207162                                                                                                          
	12520	Baker City, OR Micro Area	2	7945996815	51832631	3067.967	20.013	44.703427	-117.691933                                                                                                            
	45520	The Dalles, OR Micro Area	2	6167114402	35722739	2381.136	13.793	45.164536	-121.165069                                                                                                            
	46520	Urban Honolulu, HI Metro Area	1	1556027672	4054461969	600.786	1565.437	21.461365	-158.201974                                                                                                     
	12540	Bakersfield-Delano, CA Metro Area	1	21068705434	78332288	8134.673	30.244	35.346629	-118.729506                                                                                                   
	13540	Bennington, VT Micro Area	2	1746264294	6898408	674.236	2.663	43.035328	-73.111496                                                                                                                
	20540	Dyersburg, TN Micro Area	2	1326982067	35839863	512.351	13.838	36.054196	-89.398306                                                                                                               
	21540	Escanaba, MI Micro Area	2	3033120256	2124407010	1171.094	820.238	45.805229	-86.901938                                                                                                            
	22540	Fond du Lac, WI Metro Area	1	1863667256	119853823	719.566	46.276	43.754722	-88.493284                                                                                                            
	27540	Jasper, IN Micro Area	2	1106616362	20892925	427.267	8.067	38.373344	-86.873385                                                                                                                   
	28540	Ketchikan, AK Micro Area	2	12579623384	4651597936	4857.02	1795.992	55.449938	-131.106685                                                                                                         
	29540	Lancaster, PA Metro Area	1	2444751650	103368816	943.924	39.911	40.041992	-76.250198                                                                                                              
	33540	Missoula, MT Metro Area	1	9874661810	74482486	3812.628	28.758	47.069545	-114.262668                                                                                                              
	32540	McAlester, OK Micro Area	2	3381261537	187443330	1305.512	72.372	34.92554	-95.74813                                                                                                               
	37540	Paris, TN Micro Area	2	1455320362	81582236	561.902	31.499	36.325295	-88.300288                                                                                                                   
	38540	Pocatello, ID Metro Area	1	2881332847	92079663	1112.489	35.552	42.692921	-112.228982                                                                                                             
	40540	Rock Springs, WY Micro Area	2	27005754360	166230245	10426.98	64.182	41.660328	-108.875677                                                                                                        
	42540	Scranton--Wilkes-Barre, PA Metro Area	1	4521993597	77939022	1745.952	30.092	41.322881	-75.898188                                                                                                 
	44540	Sterling, CO Micro Area	2	4761949507	16363553	1838.599	6.318	40.728091	-103.090464                                                                                                               
	46540	Utica-Rome, NY Metro Area	1	6793611507	237715696	2623.028	91.783	43.33228	-75.173189                                                                                                             
	48540	Wheeling, WV-OH Metro Area	1	2443364017	49379187	943.388	19.065	39.977687	-80.854826                                                                                                             
	15580	Butte-Silver Bow, MT Micro Area	2	1859585011	1501437	717.99	0.58	45.896232	-112.660071                                                                                                           
	14580	Bozeman, MT Metro Area	1	6747833277	73613712	2605.353	28.422	45.518054	-111.163921                                                                                                               
	17580	Clovis, NM Micro Area	2	9975532776	26672616	3851.575	10.298	34.221551	-103.431242                                                                                                                
	19580	Defiance, OH Micro Area	2	1065623073	7100811	411.439	2.742	41.321679	-84.486433                                                                                                                  
	20580	Eagle Pass, TX Metro Area	1	3313828190	31862966	1279.476	12.302	28.729787	-100.316678                                                                                                            
	22580	Forest City, NC Micro Area	2	1464475268	4693780	565.437	1.812	35.402747	-81.919582                                                                                                               
	25580	Hastings, NE Micro Area	2	4430074404	6089047	1710.461	2.351	40.404569	-98.349062                                                                                                                 
	30580	Liberal, KS Micro Area	2	1656693303	1961444	639.653	0.757	37.18096	-100.855257                                                                                                                   
	33580	Mitchell, SD Micro Area	2	3728177143	8539831	1439.457	3.297	43.826091	-98.021652                                                                                                                 
	31580	Madisonville, KY Micro Area	2	1404258118	31671290	542.187	12.228	37.31107	-87.542196                                                                                                             
	36580	Oneonta, NY Micro Area	2	2594488425	36312826	1001.738	14.02	42.629776	-75.028841                                                                                                                 
	37580	Paris, TX Micro Area	2	5053653890	100003791	1951.227	38.612	33.646445	-95.295089                                                                                                                 
	42580	Seaford, DE Micro Area	2	2424605748	674113743	936.146	260.277	38.673227	-75.337024                                                                                                               
	11620	Ardmore, OK Micro Area	2	2129750449	29733323	822.301	11.48	34.251848	-97.287927                                                                                                                  
	12620	Bangor, ME Metro Area	1	8798661091	414021728	3397.182	159.855	45.409284	-68.666616                                                                                                               
	14620	Bradford, PA Micro Area	2	2537396002	13034578	979.694	5.033	41.81459	-78.572463                                                                                                                  
	15620	Cadillac, MI Micro Area	2	2925942347	50770824	1129.713	19.603	44.328738	-85.326429                                                                                                               
	19620	Del Rio, TX Micro Area	2	8144863966	227711025	3144.75	87.92	29.875285	-101.143324                                                                                                                
	32620	McComb, MS Micro Area	2	2105953036	5144511	813.113	1.986	31.147972	-90.250227                                                                                                                    
	31620	Magnolia, AR Micro Area	2	1984098878	1985830	766.065	0.767	33.223038	-93.232843                                                                                                                  
	38620	Ponca City, OK Micro Area	2	2381778880	65545215	919.61	25.307	36.814885	-97.143862                                                                                                               
	40620	Rolla, MO Micro Area	2	1739919007	6567069	671.787	2.536	37.866326	-91.790349                                                                                                                     
	43620	Sioux Falls, SD-MN Metro Area	1	7919825570	28592302	3057.862	11.04	43.525658	-96.875416                                                                                                          
	45620	Thomasville, GA Micro Area	2	2587644027	34672359	999.095	13.387	30.86301	-84.058195                                                                                                              
	46620	Uvalde, TX Micro Area	2	4019458733	17382915	1551.922	6.712	29.350308	-99.768427                                                                                                                  
	47620	Warren, PA Micro Area	2	2290280115	37368144	884.282	14.428	41.834298	-79.298182                                                                                                                  
	21640	Eufaula, AL-GA Micro Area	2	2683863227	74681508	1036.245	28.835	31.867281	-85.335032                                                                                                             
	17650	Cody, WY Micro Area	2	17972027722	67638744	6939.039	26.115	44.492387	-109.593597                                                                                                                 
	10660	Albert Lea, MN Micro Area	2	1831756443	39305226	707.245	15.176	43.674202	-93.350289                                                                                                              
	11660	Arkadelphia, AR Micro Area	2	2242855171	43965580	865.971	16.975	34.053316	-93.176208                                                                                                             
	14660	Brainerd, MN Micro Area	2	7821305410	1426305217	3019.823	550.7	46.767291	-94.223862                                                                                                              
	16660	Charleston-Mattoon, IL Micro Area	2	1316418028	4650074	508.272	1.795	39.51368	-88.220782                                                                                                         
	21660	Eugene-Springfield, OR Metro Area	1	11795044825	436058218	4554.092	168.363	43.928334	-122.897581                                                                                                 
	22660	Fort Collins-Loveland, CO Metro Area	1	6722952763	99045889	2595.747	38.242	40.658093	-105.486764                                                                                                 
	23660	Galesburg, IL Micro Area	2	1855428863	8837382	716.385	3.412	40.930945	-90.213792                                                                                                                 
	28660	Killeen-Temple, TX Metro Area	1	7300156170	108968646	2818.606	42.073	31.20273	-97.789638                                                                                                         
	29660	Laramie, WY Micro Area	2	11070062818	89554047	4274.175	34.577	41.665514	-105.721883                                                                                                              
	34660	Murray, KY Micro Area	2	996755842	66943042	384.85	25.847	36.620978	-88.274086                                                                                                                    
	32660	McMinnville, TN Micro Area	2	1120619163	3524883	432.673	1.361	35.67825	-85.777343                                                                                                                
	44660	Stillwater, OK Micro Area	2	1773885850	31991880	684.901	12.352	36.079225	-96.975255                                                                                                              
	41660	San Angelo, TX Metro Area	1	6666276943	47428099	2573.864	18.312	31.36531	-100.659418                                                                                                             
	43660	Snyder, TX Micro Area	2	2345090474	5436957	905.445	2.099	32.744353	-100.913346                                                                                                                   
	46660	Valdosta, GA Metro Area	1	4163063874	55725998	1607.368	21.516	30.827158	-83.243555                                                                                                               
	48660	Wichita Falls, TX Metro Area	1	6784838356	143920372	2619.641	55.568	33.776144	-98.501907                                                                                                         
	23680	Gallipolis, OH Micro Area	2	1208305869	12087309	466.53	4.667	38.817046	-82.301746                                                                                                                
	13700	Big Spring, TX Micro Area	2	2333039148	8841781	900.791	3.414	32.30343	-101.438721                                                                                                                
	14700	Branson, MO Micro Area	2	1637553942	50101664	632.263	19.344	36.649827	-93.042819                                                                                                                 
	16700	Charleston-North Charleston, SC Metro Area	1	6708536945	1506831994	2590.181	581.791	33.01754	-80.009947                                                                                          
	19700	Deming, NM Micro Area	2	7679773818	433660	2965.177	0.167	32.184523	-107.747191                                                                                                                   
	21700	Eureka-Arcata, CA Micro Area	2	9241141221	1254150035	3568.025	484.23	40.706655	-123.926176                                                                                                       
	22700	Fort Dodge, IA Micro Area	2	1853665899	7269394	715.704	2.807	42.433579	-94.175831                                                                                                                
	23700	Gallup, NM Micro Area	2	14118189399	12689169	5451.064	4.899	35.584062	-108.253294                                                                                                                
	26700	Huron, SD Micro Area	2	3260011986	15834230	1258.698	6.114	44.418265	-98.279422                                                                                                                   
	25700	Hays, KS Micro Area	2	2330762304	1197085	899.912	0.462	38.914597	-99.317313                                                                                                                      
	29700	Laredo, TX Metro Area	1	8706187276	36554554	3361.478	14.114	27.760799	-99.340752                                                                                                                 
	32700	McPherson, KS Micro Area	2	2326547431	6003328	898.285	2.318	38.395812	-97.647489                                                                                                                 
	40700	Roseburg, OR Micro Area	2	13042338719	251961371	5035.675	97.283	43.286328	-123.154476                                                                                                            
	43700	Somerset, KY Micro Area	2	1704469885	49351326	658.1	19.055	37.107428	-84.576969                                                                                                                  
	42700	Sebring, FL Metro Area	1	2635726557	230667873	1017.66	89.061	27.34108	-81.342353                                                                                                                 
	45700	Tifton, GA Micro Area	2	1414930079	32276385	546.308	12.462	31.592714	-83.572994                                                                                                                  
	14720	Breckenridge, CO Micro Area	2	2551779082	46422501	985.247	17.924	39.47505	-106.202071                                                                                                            
	13740	Billings, MT Metro Area	1	16777381870	99438679	6477.784	38.393	45.63714	-108.832361                                                                                                              
	17740	Coldwater, MI Micro Area	2	1311597696	34428004	506.411	13.293	41.918455	-85.066885                                                                                                               
	21740	Evanston, WY-UT Micro Area	2	8056103560	165732226	3110.479	63.99	41.412124	-110.760958                                                                                                           
	24740	Greenville, MS Micro Area	2	1875077588	94257003	723.972	36.393	33.273174	-90.944446                                                                                                              
	26740	Hutchinson, KS Micro Area	2	3251231985	43517492	1255.308	16.802	37.948185	-98.078346                                                                                                             
	25740	Helena, MT Metro Area	1	16336963613	226239706	6307.737	87.352	46.715671	-112.1352                                                                                                                
	31740	Manhattan, KS Metro Area	1	4752746861	137899967	1835.046	53.243	39.268424	-96.562242                                                                                                             
	35740	Norfolk, NE Micro Area	2	4075329039	19560833	1573.493	7.552	42.04313	-97.487952                                                                                                                  
	38740	Poplar Bluff, MO Micro Area	2	1799410880	11191324	694.756	4.321	36.71518	-90.40313                                                                                                               
	40740	Roswell, NM Micro Area	2	15713917209	20469858	6067.178	7.903	33.361604	-104.469837                                                                                                               
	44740	Storm Lake, IA Micro Area	2	1488981872	13798140	574.899	5.327	42.741522	-95.141432                                                                                                               
	42740	Sedalia, MO Micro Area	2	1766982900	10471760	682.236	4.043	38.727367	-93.285207                                                                                                                  
	41740	San Diego-Chula Vista-Carlsbad, CA Metro Area	1	10905039592	816542690	4210.46	315.269	33.023604	-116.776117                                                                                      
	45740	Toccoa, GA Micro Area	2	463250304	13039270	178.862	5.034	34.553582	-83.290588                                                                                                                    
	49740	Yuma, AZ Metro Area	1	14280726749	13242852	5513.82	5.113	32.773942	-113.910905                                                                                                                   
	40760	Ruidoso, NM Micro Area	2	12512530054	554839	4831.115	0.214	33.740841	-105.449805                                                                                                                 
	41760	Sandpoint, ID Micro Area	2	4489032921	478907927	1733.225	184.907	48.324634	-116.62745                                                                                                            
	43760	Sonora, CA Micro Area	2	5752133236	138668835	2220.911	53.54	38.021434	-119.964733                                                                                                                
	10780	Alexandria, LA Metro Area	1	5096733697	151441988	1967.86	58.472	31.325348	-92.546803                                                                                                             
	13780	Binghamton, NY Metro Area	1	3171226605	36122815	1224.417	13.947	42.163928	-76.022943                                                                                                             
	17780	College Station-Bryan, TX Metro Area	1	5439946686	86586773	2100.375	33.431	30.754392	-96.488537                                                                                                  
	15780	Camden, AR Micro Area	2	3525807523	28071064	1361.322	10.838	33.567513	-92.708217                                                                                                                 
	22780	Fort Leonard Wood, MO Micro Area	2	1417014584	11312724	547.112	4.368	37.824835	-92.207022                                                                                                        
	23780	Garden City, KS Micro Area	2	3372157854	1716371	1301.997	0.663	38.049808	-100.739967                                                                                                             
	40780	Russellville, AR Micro Area	2	4510044462	97766991	1741.338	37.748	35.199586	-93.252763                                                                                                           
	45780	Toledo, OH Metro Area	1	3528278768	676783856	1362.276	261.308	41.544357	-83.690777                                                                                                               
	47780	Washington, IN Micro Area	2	1112436829	19061974	429.514	7.36	38.69609	-87.076943                                                                                                                 
	48780	Williston, ND Micro Area	2	5380959359	181836635	2077.6	70.208	48.355765	-103.501333                                                                                                              
	19810	Detroit Lakes, MN Micro Area	2	3405929305	336990161	1315.037	130.113	46.937629	-95.741757                                                                                                        
	11820	Astoria, OR Micro Area	2	2145128377	661373108	828.239	255.358	46.024509	-123.705037                                                                                                              
	10820	Alexandria, MN Micro Area	2	1649506207	215746559	636.878	83.3	45.936835	-95.462155                                                                                                               
	15820	Campbellsville, KY Micro Area	2	1430649956	34282067	552.377	13.236	37.315476	-85.442981                                                                                                          
	16820	Charlottesville, VA Metro Area	1	4259304628	35681139	1644.527	13.777	37.949084	-78.593206                                                                                                        
	17820	Colorado Springs, CO Metro Area	1	6950380418	12025227	2683.557	4.643	38.845507	-104.638728                                                                                                       
	20820	Effingham, IL Micro Area	2	2135995887	5712591	824.713	2.206	39.155051	-88.437879                                                                                                                 
	21820	Fairbanks-College, AK Metro Area	1	18996920890	259490619	7334.752	100.19	64.670454	-146.496061                                                                                                   
	22820	Fort Morgan, CO Micro Area	2	3316441489	34663098	1280.485	13.383	40.263159	-103.81221                                                                                                            
	25820	Hereford, TX Micro Area	2	3876750570	3926557	1496.822	1.516	34.940766	-102.607564                                                                                                                
	28820	Kinston, NC Micro Area	2	1033630006	5900299	399.087	2.278	35.240066	-77.635514                                                                                                                   
	31820	Manitowoc, WI Micro Area	2	1526285247	2343354900	589.302	904.774	44.156137	-87.577352                                                                                                            
	35820	North Platte, NE Micro Area	2	8119193482	29641570	3134.838	11.445	41.141344	-100.697352                                                                                                          
	38820	Port Angeles, WA Micro Area	2	4503402368	2409320333	1738.773	930.244	48.110903	-123.88986                                                                                                        
	45820	Topeka, KS Metro Area	1	8372689081	148255515	3232.713	57.242	39.041389	-95.802639                                                                                                                
	46820	Vermillion, SD Micro Area	2	1067132267	13978087	412.022	5.397	42.91615	-96.980468                                                                                                                
	48820	Willmar, MN Micro Area	2	2065166105	168381165	797.365	65.012	45.152714	-95.004981                                                                                                                
	49820	Zapata, TX Micro Area	2	2585876042	154371160	998.412	59.603	26.996981	-99.182603                                                                                                                 
	25840	Hermiston-Pendleton, OR Micro Area	2	13587023257	85991359	5245.979	33.201	45.544602	-119.076191                                                                                                  
	13860	Bishop, CA Micro Area	2	26410783053	77280938	10197.261	29.838	36.56216	-117.404209                                                                                                               
	19860	Dickinson, ND Micro Area	2	11633949630	216539148	4491.893	83.606	47.119444	-102.807928                                                                                                           
	21860	Fairmont, MN Micro Area	2	1844928117	44669375	712.331	17.247	43.677173	-94.547096                                                                                                                
	28860	Kirksville, MO Micro Area	2	2265278458	7684518	874.629	2.967	40.284489	-92.565124                                                                                                                
	30860	Logan, UT-ID Metro Area	1	4733736206	33268509	1827.706	12.845	41.88902	-111.787438                                                                                                               
	34860	Nacogdoches, TX Micro Area	2	2450966942	89731149	946.324	34.645	31.62056	-94.62025                                                                                                               
	37860	Pensacola-Ferry Pass-Brent, FL Metro Area	1	4323713100	1757264742	1669.395	678.484	30.608557	-87.158547                                                                                          
	40860	Rutland, VT Micro Area	2	2410114034	38760900	930.55	14.966	43.612399	-73.060304                                                                                                                  
	46860	Vernal, UT Micro Area	2	11610607590	55966014	4482.881	21.609	40.125887	-109.517748                                                                                                               
	18880	Crestview-Fort Walton Beach-Destin, FL Metro Area	1	5097510552	1781854535	1968.16	687.978	30.594941	-86.358164                                                                                   
	25880	Hillsdale, MI Micro Area	2	1549207167	22939100	598.152	8.857	41.927461	-84.637479                                                                                                                
	34880	Nantucket, MA Micro Area	2	119637316	666826385	46.192	257.463	41.293392	-70.102164                                                                                                               
	45880	Town of Pecos, TX Micro Area	2	6825534318	17396672	2635.354	6.717	31.308366	-103.712706                                                                                                          
	13900	Bismarck, ND Metro Area	1	11087702721	165098565	4280.986	63.745	46.887031	-100.979592                                                                                                            
	12900	Batesville, AR Micro Area	2	1978003734	20251226	763.712	7.819	35.737499	-91.559942                                                                                                               
	18900	Crossville, TN Micro Area	2	1764575269	9098322	681.306	3.513	35.952398	-84.994761                                                                                                                
	22900	Fort Smith, AR-OK Metro Area	1	4662049171	166503070	1800.027	64.287	35.429088	-94.448349                                                                                                         
	24900	Greenwood, MS Micro Area	2	3166162830	47918753	1222.462	18.502	33.491305	-90.113633                                                                                                              
	25900	Hilo-Kailua, HI Micro Area	2	10433586956	2739520971	4028.431	1057.735	19.597764	-155.502443                                                                                                      
	28900	Klamath Falls, OR Micro Area	2	15410161273	485165201	5949.897	187.323	42.683761	-121.646168                                                                                                      
	30900	Logansport, IN Micro Area	2	1067448399	7002034	412.144	2.704	40.753799	-86.355168                                                                                                                
	35900	North Wilkesboro, NC Micro Area	2	1952016295	6854041	753.678	2.646	36.208883	-81.166095                                                                                                          
	36900	Ottumwa, IA Micro Area	2	1118466908	10822775	431.843	4.179	41.031275	-92.409466                                                                                                                  
	45900	Traverse City, MI Metro Area	1	4379604757	7440148229	1690.975	2872.657	44.952324	-85.90832                                                                                                       
	46900	Vernon, TX Micro Area	2	2514738100	18202665	970.946	7.028	34.08492	-99.24244                                                                                                                     
	48900	Wilmington, NC Metro Area	1	4956251575	1033272076	1913.62	398.949	34.253691	-78.041674                                                                                                           
	16940	Cheyenne, WY Metro Area	1	6956355036	4348083	2685.864	1.679	41.29283	-104.660395                                                                                                                 
	20940	El Centro, CA Metro Area	1	10814568238	790135127	4175.528	305.073	33.040814	-115.3554                                                                                                            
	23940	Gillette, WY Micro Area	2	12437291886	11010427	4802.065	4.251	44.191999	-105.517014                                                                                                              
	25940	Hilton Head Island-Bluffton-Port Royal, SC Metro Area	1	3188679100	1020209978	1231.156	393.905	32.386792	-80.830877                                                                              
	27940	Juneau, AK Micro Area	2	7003853675	1426248704	2704.203	550.678	58.37291	-134.178445                                                                                                              
	32940	Meridian, MS Micro Area	2	3613681280	34804452	1395.25	13.438	32.219701	-88.670401                                                                                                                
	33940	Montrose, CO Micro Area	2	5804023560	4923260	2240.946	1.901	38.407507	-108.266282                                                                                                                
	40940	Safford, AZ Micro Area	2	11970605959	47476264	4621.877	18.331	32.931828	-109.87831                                                                                                               
	47940	Waterloo-Cedar Falls, IA Metro Area	1	3892989159	28187021	1503.092	10.883	42.536796	-92.471608                                                                                                   
	37950	Petoskey, MI Micro Area	2	1210940739	1073419241	467.547	414.45	45.590094	-84.986822                                                                                                              
	39960	Rice Lake, WI Micro Area	2	2235297630	69178273	863.053	26.71	45.437192	-91.852892                                                                                                                
	10980	Alpena, MI Micro Area	2	1481211409	2908626983	571.899	1123.027	44.894954	-83.426574                                                                                                              
	13980	Blacksburg-Christiansburg-Radford, VA Metro Area	1	3767162627	45439659	1454.51	17.544	37.121364	-80.531517                                                                                       
	19980	Dodge City, KS Micro Area	2	2844508247	2097356	1098.271	0.81	37.688416	-99.884748                                                                                                                
	20980	El Dorado, AR Micro Area	2	2691170081	42102269	1039.067	16.256	33.168219	-92.598145                                                                                                              
